,Outside Air Temperature,Outside Air Relative Humidity,Solar Irradiation,Heating Water Flow Rate,Cooling Water Flow Rate,Heating Energy,Cooling Energy,Electrical Energy
2019-06-09 05:00:00,72.42096710205078,76.60053253173828,20.0,9.868555,74.5129165649414,28.562565326690674,453.0010929107666,158.38325899999916
2019-06-09 06:00:00,72.11966705322266,76.89823150634766,124.0,9.793891,65.12918090820311,27.956546783447266,443.7117519378662,164.01411099999916
2019-06-09 07:00:00,71.81214141845703,77.44549560546875,216.0,9.724026,66.07803344726561,27.935142278671265,429.9181365966797,154.78249199999914
2019-06-09 08:00:00,71.81214141845703,77.7777099609375,159.0,9.679707,62.7115669250488,28.206607341766357,403.58470916748047,152.02398399999913
2019-06-09 09:00:00,71.81214141845703,77.8250732421875,305.0,9.8681,61.5811233520508,29.841428995132446,445.3352470397949,160.7634319999991
2019-06-09 10:00:00,71.82347869873047,77.1334457397461,557.0,9.302763,70.1801910400391,29.06579303741455,411.6338233947754,154.5789939999991
2019-06-09 11:00:00,71.82347869873047,77.28076934814453,627.0,8.522393,61.856021881103494,28.318002462387085,413.69256591796875,142.48527599999912
2019-06-09 12:00:00,71.82347869873047,76.52152252197266,873.0,7.1080502999999995,69.112419128418,27.771217107772827,418.3815116882324,157.84933199999915
2019-06-09 13:00:00,72.42510223388672,75.26526641845703,931.0,5.153207,74.32139587402341,28.004876852035522,411.90471839904785,158.16543299999913
2019-06-09 14:00:00,73.02437591552734,74.0631103515625,868.0,4.4514112,77.6887435913086,28.153761625289917,437.5157470703125,164.8105019999991
2019-06-09 15:00:00,73.97187805175781,73.03253173828125,473.0,4.824105,71.5648956298828,28.034315586090088,429.12092781066895,161.75185499999907
2019-06-09 16:00:00,79.66459655761719,62.92984008789063,399.0,4.608275,85.1041030883789,27.537124633789062,432.64410400390625,167.7254299999991
2019-06-09 17:00:00,79.5752944946289,60.43136596679688,118.0,4.5907483000000004,80.3226013183594,26.45076084136963,485.3494415283203,170.73780599999913
2019-06-09 18:00:00,83.32896423339844,57.27314376831055,85.0,6.595589,87.68175506591801,24.287249088287354,478.2777442932129,198.72786999999917
2019-06-09 19:00:00,83.30793762207031,52.5031623840332,9.0,8.608886,70.8064346313477,19.629790782928467,462.0360336303711,177.21541299999913
2019-06-09 20:00:00,85.29119110107422,50.11494064331055,0.0,9.06289,82.8328475952148,18.97707498073578,492.56025314331055,165.49511799999914
2019-06-09 21:00:00,84.6297836303711,46.84093856811523,0.0,9.226319,71.9660415649414,19.756327629089355,497.6779441833496,161.50618899999915
2019-06-09 22:00:00,84.73204803466797,50.20888137817383,0.0,9.133658,64.98024749755861,20.861799001693726,536.874641418457,165.3268319999992
2019-06-09 23:00:00,79.05033111572266,57.25114822387695,0.0,10.199869,75.37554931640629,21.84607744216919,607.8172378540039,148.13987699999922
2019-06-10 00:00:00,75.79338836669922,63.31034469604492,0.0,11.536728,90.6617813110352,28.890126705169678,509.9911460876465,157.1397369999992
2019-06-10 01:00:00,73.8259506225586,70.31456756591797,0.0,12.920193,81.7435760498047,28.904821634292603,499.82693099975586,167.70086299999923
2019-06-10 02:00:00,74.51520538330078,72.68907928466797,0.0,12.868145,70.7547073364258,29.03011965751648,471.65679931640625,170.03845299999924
2019-06-10 03:00:00,74.21114349365234,72.59185028076172,0.0,13.070193,66.8303680419922,28.749988079071045,472.7260208129883,162.10277299999925
2019-06-10 04:00:00,73.9200210571289,74.62838745117188,0.0,13.202729000000001,65.798583984375,28.966495990753174,450.53252601623535,130.02427299999923
2019-06-10 05:00:00,73.9200210571289,76.95284271240234,38.0,13.02946,65.52297973632811,31.46438503265381,535.8863487243652,178.8610189999992
2019-06-10 06:00:00,72.65724182128906,76.54360961914062,211.0,13.257079999999998,64.5797271728516,34.57830882072449,465.1794853210449,152.8433039999992
2019-06-10 07:00:00,71.43490600585938,78.83322143554688,438.0,13.018065,64.5373611450195,37.70286726951599,465.7546615600586,166.7570599999992
2019-06-10 08:00:00,71.13574981689453,80.10145568847656,640.0,12.682559,61.862117767334006,37.20468282699585,420.7734489440918,152.34622399999915
2019-06-10 09:00:00,71.43406677246094,80.03118896484375,820.0,8.769199,66.6773681640625,35.861915826797485,441.08300018310547,164.33594099999917
2019-06-10 10:00:00,71.43406677246094,79.15616607666016,321.0,5.6486106,72.0399627685547,33.39052748680115,413.8941059112549,188.58234399999915
2019-06-10 11:00:00,71.43406677246094,79.0726547241211,549.0,5.7839602999999995,80.8308029174805,32.97719979286194,407.2616844177246,191.66924099999918
2019-06-10 12:00:00,73.74961853027344,72.55855560302734,916.0,5.6404065999999995,68.885627746582,33.19731879234314,434.4290199279785,187.0951999999992
2019-06-10 13:00:00,75.22805786132812,65.18411254882811,545.0,5.7794932999999995,71.7225570678711,33.25583338737488,415.2658443450928,182.79671799999923
2019-06-10 14:00:00,80.65489959716797,59.84869003295898,689.0,6.889003999999999,82.1552352905273,30.225940465927124,478.878231048584,185.49585999999925
2019-06-10 15:00:00,81.09500122070312,56.59611129760742,408.0,9.604999000000001,74.5310363769531,24.195366978645325,512.821117401123,186.70048599999927
2019-06-10 16:00:00,80.3602066040039,54.33381271362305,532.0,12.280483,65.7148818969727,21.212305307388306,512.5460777282715,180.4136799999993
2019-06-10 17:00:00,78.90283966064453,56.07470321655274,367.0,12.529772,62.543487548828104,21.200660467147827,481.9455146789551,173.48730799999933
2019-06-10 18:00:00,79.69877624511719,56.13937759399414,151.0,12.653801,56.6024856567383,21.29450786113739,511.90643310546875,185.57529299999936
2019-06-10 19:00:00,76.11894989013672,56.60471725463867,12.0,12.666561999999999,45.0882453918457,22.03856635093689,491.26171112060547,174.18584199999935
2019-06-10 20:00:00,76.7856674194336,56.12711715698242,0.0,5.854449,26.883975982666,28.67159330844879,490.4802188873291,166.7632099999994
2019-06-10 21:00:00,73.50508117675781,57.10577392578125,0.0,6.298673,32.246330261230504,32.43553185462952,469.1179313659668,175.4813639999994
2019-06-10 22:00:00,74.52544403076172,53.56892776489258,0.0,6.110272,28.7146015167236,33.64127779006958,450.066614151001,116.59326699999937
2019-06-10 23:00:00,75.65277099609375,45.07878494262695,0.0,6.498566,32.0771636962891,33.01632356643677,446.0822982788086,207.85917199999932
2019-06-11 00:00:00,75.33673858642578,41.38439559936523,0.0,13.132747,36.4349975585938,31.736576557159424,392.1049060821533,121.19514999999934
2019-06-11 01:00:00,73.44306945800781,39.3563346862793,0.0,13.213910999999998,30.375915527343803,28.504047870635986,318.1434135437012,204.73992199999932
2019-06-11 02:00:00,71.29444122314453,45.17289733886719,0.0,13.332985999999998,39.883716583252,12.26426750421524,325.62202072143555,169.92298499999936
2019-06-11 03:00:00,69.72865295410156,47.47076797485352,0.0,12.990467,27.4396629333496,14.183538019657135,260.53316593170166,162.1322429999994
2019-06-11 04:00:00,67.55313873291016,50.74351501464844,0.0,12.682267,24.6577072143555,13.846184253692627,292.956392288208,168.0059099999994
2019-06-11 05:00:00,66.02419281005861,53.91897964477539,51.0,6.3238864,26.1025886535645,16.136402368545532,288.67066192626953,152.13331299999945
2019-06-11 06:00:00,64.49659729003906,58.4161491394043,246.0,6.574308,24.4393692016602,39.949398040771484,273.1031436920166,149.82642999999942
2019-06-11 07:00:00,63.85881805419922,59.48698806762695,480.0,0.0,18.2414226531982,50.33775806427002,306.24554443359375,163.89291399999945
